user_text,user_text_clean,label,intent,answer_mundart,needs_review,is_seed
"ich ha s gfuehl, ich werd nöd würklich glosä zum verseckä",ich ha s gfuehl ich werd ned wuerklich glosae zum verseckae,negativ,enttäuschung_beziehung,"Enttäuschige tue weh. Wenn du wotsch, chasch chli erläutere, was passiert isch.",True,False
"ich ha s gfühl, ich gang im job langsam unter lg",ich ha s gfuehl ich go im job langsam unter lg,negativ,überforderung_job,Jobstress cha würklich belaste. Was belastet di im momänt am stärkschte?,True,False
mues ich dafür öppis speziells vorbereite?,mues ich dafuer oeppis speziells vorbereite,neutral,frage_info,Gueti frog. Ich versuech s dir möglichst eifach z erläuterä.,True,False
ich bi emotional am limit,ich bi emotional am limit,negativ,frust,"Ich verstand, dass dich das nervt. Was isch im Momänt am müehsamste für dich?",True,True
"ich bin begeistert, wie sich das entwicklet het",ich bi begeistert wie sich das entwicklet het,positiv,freud,"Mega schön, dass dich das so freut. Erzähl gern no meh drüber, wenn du wotsch.",True,True
"ich bin begeistert, wie sich das entwicklet het",ich bi begeistert wie sich das entwicklet het,positiv,freud,"Mega schön, dass dich das so freut. Erzähl gern no meh drüber, wenn du wotsch.",True,False
ich freu mi huere uf d feriä,ich freu mi huere uf d feriae,positiv,vorfreude,Vorfreud isch öppis Schöns. Uf was freusch di am meiste?,True,False
"vo mir us es nüchternes, aber positives feedback so im fall",vo mir us es nuechternes aber positives feedback so im fall,neutral,feedback_sachlich,"Danke fürs sachlich feedback. Das hilft, s besser iigschätze z chönne.",True,False
ich bi imfall im momänt recht zfriede mit mim alltag,ich bi im fall im momaent recht zfriede mit mim alltag,positiv,zufriedenheit_alltag,"Schön, dass sich dis läbe im momänt stimmig aafühlt. Was wotsch gern so biibe lah?",True,True
ich find s weder mega lässig no mega schlecht,ich find s weder mega laessig no mega schlecht,neutral,sonstiges,"Alles klar, merci für dini rückmeldung.",True,False
ich ha e gueti balans zwüsche pause und leistung gfunde schöns wucheend,ich ha e gueti balans zwuesche pause und leistung gfunde schoens wucheend,positiv,zufriedenheit_alltag,"Schön, dass sich dis läbe im momänt stimmig aafühlt. Was wotsch gern so biibe lah?",True,False
"ich finds sachlich eigentlich guet umgsetzt, d struktur isch logisch so im fall",ich finds sachlich eigentlich guet umgsetzt d struktur isch logisch so im fall,neutral,feedback_sachlich,"Danke fürs sachlich feedback. Das hilft, s besser iigschätze z chönne.",True,False
"ich überleg mer, wie s die nächschte jahr sött usegseh passt so für mich",ich ueberleg mer wie s die naechschte jahr soett usegseh passt so fuer mich,neutral,planung_langfristig,"Okay, denn chömer gern zäme luege, wie mer das langfristig cha aagle.",True,False
"hoi, es isch alles so schlecht organisiert",hoi es isch alles so schlecht organisiert,negativ,beschwerde,"Das tönt würklich müehsam. Erzähl gern no chli meh, was genau di stört.",True,False
ich freu mi mega uf d feriä,ich freu mi mega uf d feriae,positiv,vorfreude,Vorfreud isch öppis Schöns. Uf was freusch di am meiste?,True,True
ich ha langsam kei nerv meh für dä scheiss bis bald,ich ha langsam kei nerv meh fuer dae scheiss bis bald,negativ,beschwerde,"Das tönt würklich müehsam. Erzähl gern no chli meh, was genau di stört.",True,False
"ich han vil kontakt online, aber weni, wo sich echt aafühlt bis bald",ich han vil kontakt online aber weni wo sich echt aafuehlt bis bald,negativ,einsamkeit,"Sich einsam fühle isch nöd eifach. Schön, dass du drüber redsch. Wie fült sich das grad a für dich?",True,False
wo wäre für dich am praktischste?,wo waere fuer dich am praktischste,neutral,orga,"Klingt guet. Säg eifach, was dir am beschte passt, denn chömer s so abmache.",True,False
"ich bin am luege, wie sich jobb und privat chönd verbinde lah mal gseh",ich bi am luege wie sich jobb und privat choend verbinde lah mal gseh,neutral,planung_langfristig,"Okay, denn chömer gern zäme luege, wie mer das langfristig cha aagle.",True,False
"hey, so wichtig isch s im momänt nöd mached mer so imfall",hey so wichtig isch s im momaent ned mached mer so im fall,neutral,sonstiges,"Alles klar, merci für dini rückmeldung.",True,False
"ey, ich bi emotional am limit zum schreiä bis bald",ey ich bi emotional am limit zum schreiae bis bald,negativ,frust,"Ich verstand, dass dich das nervt. Was isch im Momänt am müehsamste für dich?",True,False
"ich ha s gfühl, ich bi nöd alei mit mine themä bis spöter",ich ha s gfuehl ich bi ned alei mit mine themae bis spoeter,positiv,verbindung_freunde,"Schön, dass du so mensche um dich hesch. Solchi momänt tue mega guet.",True,False
"jo, ich ha ständig müedigkeit und kenn de grund nöd",jo ich ha staendig mueedigkeit und kenn de grund ned,negativ,gesundheit_sorge,Gsundheitssorgä nimmt mer sich zu herz. Was macht dir im momänt am meiste sorge?,True,False
"ich ha min weg gmacht, Schritt für Schritt",ich ha min weg gmacht schritt fuer schritt,positiv,stolz,Du darfsch stolz sii uf dich. Was gfallt dir selber am beschte a dim weg bis da?,True,True
"ich ha s gfuehl, mis handy isch extrem langsam worde",ich ha s gfuehl mis handy isch extrem langsam worde,neutral,technik_support,"Okay, luegemer zäme druf. Was genau funktioniert im momänt nöd so, wie s sött?",True,False
"ich weiss nöd, wie lang ich das no cha",ich weiss noed wie lang ich das no chan,negativ,frust,"Ich verstand, dass dich das nervt. Was isch im Momänt am müehsamste für dich?",True,True
ich ha en guete drive im momänt,ich ha en guete drive im momaent,positiv,motivation,Das tönt nach vill energie. Wie wotsch die motivation für dich nutze?,True,False
"ich weiss nöd, wie ich mit dem umgah söll gopfertami bis spöter",ich weiss noed wie ich mit dem umgah soell gopfertami bis spoeter,negativ,konflikt,Konflikt sind nöd eifach. Was isch dir da besonders wichtig i dä situation?,True,False
"ich ha s gfuehl, ich werd nöd würkli wahrgnuu",ich ha s gfuehl ich werd ned wuerkli wahrgnuu,negativ,selbstzweifel,"Es isch okay, wenn mer sich mal unsicher fühlt. Worin hesch du grad am meiste zweifel?",True,False
"ey, mues ich dafür öppis speziells vorbereite? für s erscht mal guet",ey mues ich dafuer oeppis speziells vorbereite fuer s erscht mal guet,neutral,frage_info,Gueti frog. Ich versuech s dir möglichst eifach z erläuterä.,True,False
"hallo du, ich find dini lösig sehr geschickt lg",hallo du ich find dini loesig sehr geschickt lg,positiv,lob,"Schön z ghöre, dass das so guet cho isch. Mach eifach so wiiter.",True,False
für wann sömer s ungefähr apegge?,fuer wann soemer s ungefaehr apegge,neutral,orga,"Klingt guet. Säg eifach, was dir am beschte passt, denn chömer s so abmache.",True,False
"ich bin stolz, dass ich mini werte nöd verloo ha",ich bi stolz dass ich mini werte ned verloo ha,positiv,stolz,Du darfsch stolz sii uf dich. Was gfallt dir selber am beschte a dim weg bis da?,True,False
"hey, was treibsch im momänt? schöns wucheend",hey was treibsch im momaent schoens wucheend,neutral,smalltalk,"Mir gohts guet, merci. Und dir so im alltag?",True,False
"imfall, es git jetzt es neus feature bi dere app",imfall es git jetzt es neus feature bi dere app,neutral,news_teilen,"Danke fürs teile. Spannend, was grad alles lauft.",True,True
"ich ha s gfühl, ich ha mini säch im griff",ich ha s gfuehl ich ha mini saech im griff,positiv,zufriedenheit_alltag,"Schön, dass sich dis läbe im momänt stimmig aafühlt. Was wotsch gern so biibe lah?",True,False
"gits öppis, wo ich im vorus sött wüsse?",gits oeppis wo ich im vorus soett wuesse,neutral,frage_info,Gueti frog. Ich versuech s dir möglichst eifach z erläuterä.,True,True
"ich weiss nöd, wie ich aafange söll",ich weiss noed wie ich aafange soell,negativ,hilfe_bitten,"Ich probier gern z helfe. Sag eifach, wo du grad hängsch.",True,True
jedä tag fängt scho gestresst a gopfertami,jedae tag faengt scho gestresst a gopfertami,negativ,stress_alltag,"Alltag cha schnell z vil wärde. Womit fangemer am beschte aa, zum s chli z ordne?",True,False
"ich mues no uussortiere, was mir würkli wichtig isch uf d längi",ich mues no uussortiere was mir wuerkli wichtig isch uf d laengi,neutral,planung_langfristig,"Okay, denn chömer gern zäme luege, wie mer das langfristig cha aagle.",True,False
wie lang gaht das ungefäär?,wie lang gaht das ungefaeaer,neutral,frage_info,Gueti frog. Ich versuech s dir möglichst eifach z erläuterä.,True,True
jedä tag fängt scho gestresst a,jedae tag faengt scho gestresst a,negativ,stress_alltag,"Alltag cha schnell z vil wärde. Womit fangemer am beschte aa, zum s chli z ordne?",True,True
"ich bi froh, dass ich das chli hinter mir han",ich bi froh dass ich das chli hinter mir han,positiv,erleichterung,"Guet z ghöre, dass s sich jetzt leichter aafühlt. Was hät dir am meiste gholfe?",True,False
"ich bi froh, dass sich das nöd so schlimm entwicklet het",ich bi froh dass sich das ned so schlimm entwicklet het,positiv,erleichterung,"Guet z ghöre, dass s sich jetzt leichter aafühlt. Was hät dir am meiste gholfe?",True,False
"ich ha s gfühl, ich gang im job langsam unter zum schreiä",ich ha s gfuehl ich go im job langsam unter zum schreiae,negativ,überforderung_job,Jobstress cha würklich belaste. Was belastet di im momänt am stärkschte?,True,False
"hoi, ich bi gern drausse underwägs, wenn s wätter mitmacht",hoi ich bi gern drausse underwaegs wenn s waetter mitmacht,neutral,hobby_talk,"Klingt spannend. Erzähl gern no meh über dini hobbys, wenn du lusch hesch.",True,False
"jo, ich ha wieder aagfange meh z läse",jo ich ha wieder aagfange meh z laese,neutral,hobby_talk,"Klingt spannend. Erzähl gern no meh über dini hobbys, wenn du lusch hesch.",True,False
ich ha s vertroue chli verlore mach s guet,ich ha s vertroue chli verlore mach s guet,negativ,enttäuschung_beziehung,"Enttäuschige tue weh. Wenn du wotsch, chasch chli erläutere, was passiert isch.",True,False
"ich bi gern drausse underwägs, wenn s wätter mitmacht mal gseh",ich bi gern drausse underwaegs wenn s waetter mitmacht mal gseh,neutral,hobby_talk,"Klingt spannend. Erzähl gern no meh über dini hobbys, wenn du lusch hesch.",True,False
i bi am abig eifach komplett dure so en käse,i bi am abig eifach komplett dure so en kaese,negativ,stress_alltag,"Alltag cha schnell z vil wärde. Womit fangemer am beschte aa, zum s chli z ordne?",True,False
"jo, wänn söll ich dir d details schicke? liebi grüess",jo waenn soell ich dir d details schicke liebi grueess,neutral,orga,"Klingt guet. Säg eifach, was dir am beschte passt, denn chömer s so abmache.",True,False
für wann sömer s ungefähr apegge?,fuer wann soemer s ungefaehr apegge,neutral,orga,"Klingt guet. Säg eifach, was dir am beschte passt, denn chömer s so abmache.",True,False
"ich denk grad vil drüber nach, was ich langfristig wott schönä tag no",ich denk grad vil drueber nach was ich langfristig wott schoenae tag no,neutral,planung_langfristig,"Okay, denn chömer gern zäme luege, wie mer das langfristig cha aagle.",True,False
ich versueche grad mini längfristige plän z ordne lg,ich versueche grad mini laengfristige plaen z ordne lg,neutral,planung_langfristig,"Okay, denn chömer gern zäme luege, wie mer das langfristig cha aagle.",True,False
"hallo du, ich find s weder mega guet no mega schlecht schöns wucheend",hallo du ich find s weder mega guet no mega schlecht schoens wucheend,neutral,sonstiges,"Alles klar, merci für dini rückmeldung.",True,False
"merci viu mau, das isch mega lieb vo dir eifach stark schöns wucheend",merci viu mau das isch mega lieb vo dir eifach stark schoens wucheend,positiv,dank,"Sehr gärn. Freut mi, wenn es dir öppis bringt.",True,False
mir händ en extrem gmüetliche abig gha zäme,mir haend en extrem gmueetliche abig gha zaeme,positiv,verbindung_freunde,"Schön, dass du so mensche um dich hesch. Solchi momänt tue mega guet.",True,True
"ich bi stolz, dass ich drblibe bi, au wenn s schwierig gsi isch mega guet",ich bi stolz dass ich drblibe bi au wenn s schwierig gsi isch mega guet,positiv,stolz,Du darfsch stolz sii uf dich. Was gfallt dir selber am beschte a dim weg bis da?,True,False
"ich bi über en beitrag gstolpert, wo guet z dem passt",ich bi ueber en beitrag gstolpert wo guet z dem passt,neutral,news_teilen,"Danke fürs teile. Spannend, was grad alles lauft.",True,False
"ey, ich bi mega happy grad mach s guet",ey ich bi mega happy grad mach s guet,positiv,freud,"Mega schön, dass dich das so freut. Erzähl gern no meh drüber, wenn du wotsch.",True,False
"hoi, ich bi grad wieder vil am gamä i minere freizit",hoi ich bi grad wieder vil am gamae i minere freizit,neutral,hobby_talk,"Klingt spannend. Erzähl gern no meh über dini hobbys, wenn du lusch hesch.",True,False
ich freu mi sogar uf d nägschti aufgabä,ich freu mi sogar uf d naegschti aufgabae,positiv,motivation,Das tönt nach vill energie. Wie wotsch die motivation für dich nutze?,True,False
"ey, das isch richtig stark worde",ey das isch richtig stark worde,positiv,lob,"Schön z ghöre, dass das so guet cho isch. Mach eifach so wiiter.",True,False
"es isch schön z gseh, wie wiit ich cho bi",es isch schoen z gseh wie wiit ich cho bi,positiv,stolz,Du darfsch stolz sii uf dich. Was gfallt dir selber am beschte a dim weg bis da?,True,True
"sali, ich bi im moment voll im kochfilm",sali ich bi im moment voll im kochfilm,neutral,hobby_talk,"Klingt spannend. Erzähl gern no meh über dini hobbys, wenn du lusch hesch.",True,False
d abmachige werdet nie ihalte,d abmachige werdet nie ihalte,negativ,beschwerde,"Das tönt würklich müehsam. Erzähl gern no chli meh, was genau di stört.",True,False
es muess nöd grad hüt sii chömer so lah ciao,es muess ned grad huet sii choemer so lah ciao,neutral,sonstiges,"Alles klar, merci für dini rückmeldung.",True,False
"chasch mir kurz erkläre, was ich mues mache?",chasch mir kurz erklaere was ich mues mache,neutral,frage_info,Gueti frog. Ich versuech s dir möglichst eifach z erläuterä.,True,False
"merci, dass du dir d zit gnoh hesch",merci dass du dir d zit gnoh hesch,positiv,dank,"Sehr gärn. Freut mi, wenn es dir öppis bringt.",True,True
"hoi, i bi nöd sicher, öb mer no am gliiche ort sind",hoi i bi ned sicher oeb mer no am gliiche ort sind,negativ,enttäuschung_beziehung,"Enttäuschige tue weh. Wenn du wotsch, chasch chli erläutere, was passiert isch.",True,False
"hey, hesch erfahrig mit dem gha?",hey hesch erfahrig mit dem gha,neutral,frage_info,Gueti frog. Ich versuech s dir möglichst eifach z erläuterä.,True,False
"ich ha s gröbschte gmacht, aber es brucht no feinarbeit isch okay so",ich ha s groebschte gmacht aber es brucht no feinarbeit isch okay so,neutral,status_update,"Merci fürs update. Wenn sich öppis ändert, chasch eifach wieder schriebe.",True,False
"ich ha angst, alles nur z versaurä",ich ha angst alles nur z versaurae,negativ,selbstzweifel,"Es isch okay, wenn mer sich mal unsicher fühlt. Worin hesch du grad am meiste zweifel?",True,True
"ich ha öppis gstemt, wo ich mir selber nöd zuegtraut ha",ich ha oeppis gstemt wo ich mir selber ned zuegtraut ha,positiv,stolz,Du darfsch stolz sii uf dich. Was gfallt dir selber am beschte a dim weg bis da?,True,True
immer lauft öppis schief,immer lauft oeppis schief,negativ,beschwerde,"Das tönt würklich müehsam. Erzähl gern no chli meh, was genau di stört.",True,False
ich möcht mir e chli klari ziel setze fürs nöchschte jahr,ich moecht mir e chli klari ziel setze fuers noechschte jahr,neutral,planung_langfristig,"Okay, denn chömer gern zäme luege, wie mer das langfristig cha aagle.",True,False
was sind dini plän fürs wucheend?,was sind dini plaen fuers wucheend,neutral,smalltalk,"Mir gohts guet, merci. Und dir so im alltag?",True,True
wottsch du en kalender-eintrag?,wottsch du en kalender eintrag,neutral,orga,"Klingt guet. Säg eifach, was dir am beschte passt, denn chömer s so abmache.",True,False
"was meinsch, isch die bescht option? denke ich",was meinsch isch die bescht option denke ich,neutral,frage_info,Gueti frog. Ich versuech s dir möglichst eifach z erläuterä.,True,False
niemer fühlt sich zuständig,niemer fuehlt sich zustaendig,negativ,beschwerde,"Das tönt würklich müehsam. Erzähl gern no chli meh, was genau di stört.",True,True
ich finds sehr professionell,ich finds sehr professionell,positiv,lob,"Schön z ghöre, dass das so guet cho isch. Mach eifach so wiiter.",True,False
"ich ha s gröbschte gmacht, aber es brucht no feinarbeit passt so für mich",ich ha s groebschte gmacht aber es brucht no feinarbeit passt so fuer mich,neutral,status_update,"Merci fürs update. Wenn sich öppis ändert, chasch eifach wieder schriebe.",True,False
"jo, mir händ en extrem gmüetliche abig gha zäme",jo mir haend en extrem gmueetliche abig gha zaeme,positiv,verbindung_freunde,"Schön, dass du so mensche um dich hesch. Solchi momänt tue mega guet.",True,False
ich vergleich mi immer mit andere und schneid schlecht ab,ich vergleich mi immer mit andere und schneid schlecht ab,negativ,selbstzweifel,"Es isch okay, wenn mer sich mal unsicher fühlt. Worin hesch du grad am meiste zweifel?",True,False
ich probier chli vorus z plane statt nume spontan,ich probier chli vorus z plane statt nume spontan,neutral,planung_langfristig,"Okay, denn chömer gern zäme luege, wie mer das langfristig cha aagle.",True,True
"ich bi froh, dass nöd jede tag drama isch ciao",ich bi froh dass ned jede tag drama isch ciao,positiv,zufriedenheit_alltag,"Schön, dass sich dis läbe im momänt stimmig aafühlt. Was wotsch gern so biibe lah?",True,False
"lange nüm gseh, wie geits?",lange nuem gseh wie geits,neutral,smalltalk,"Mir gohts guet, merci. Und dir so im alltag?",True,False
ich freu mi huere uf d feriä lg,ich freu mi huere uf d feriae lg,positiv,vorfreude,Vorfreud isch öppis Schöns. Uf was freusch di am meiste?,True,False
"chan ich das nacher no ändere, falls nötig?",chan ich das nacher no aendere falls noetig,neutral,frage_info,Gueti frog. Ich versuech s dir möglichst eifach z erläuterä.,True,False
ich bruch dringends en rat zum schreiä,ich bruch dringends en rat zum schreiae,negativ,hilfe_bitten,"Ich probier gern z helfe. Sag eifach, wo du grad hängsch.",True,False
jedes gspröch eskaliert grad,jedes gsproech eskaliert grad,negativ,konflikt,Konflikt sind nöd eifach. Was isch dir da besonders wichtig i dä situation?,True,False
"ich bi über en beitrag gstolpert, wo guet z dem passt",ich bi ueber en beitrag gstolpert wo guet z dem passt,neutral,news_teilen,"Danke fürs teile. Spannend, was grad alles lauft.",True,False
"vo minere sicht her funktioniert s, aber d doku chönnt besser sii",vo minere sicht her funktioniert s aber d doku choennt besser sii,neutral,feedback_sachlich,"Danke fürs sachlich feedback. Das hilft, s besser iigschätze z chönne.",True,True
ich bi würkli stolz uf mich grad,ich bi wuerkli stolz uf mich grad,positiv,stolz,Du darfsch stolz sii uf dich. Was gfallt dir selber am beschte a dim weg bis da?,True,True
"ich ha immer wieder komische symptöm und weiss nöd, was das isch so en scheiss",ich ha immer wieder komische symptoem und weiss noed was das isch so en scheiss,negativ,gesundheit_sorge,Gsundheitssorgä nimmt mer sich zu herz. Was macht dir im momänt am meiste sorge?,True,False
mir händ scho wieder streit gha,mir haend scho wieder streit gha,negativ,konflikt,Konflikt sind nöd eifach. Was isch dir da besonders wichtig i dä situation?,True,False
"ich ha ghört, dass sich bi dere regel öppis gänderet het mached mer so imfall mach s guet",ich ha ghoert dass sich bi dere regel oeppis gaenderet het mached mer so im fall mach s guet,neutral,news_teilen,"Danke fürs teile. Spannend, was grad alles lauft.",True,False
wänn wür dir passe zum treffe?,waenn wuer dir passe zum treffe,neutral,orga,"Klingt guet. Säg eifach, was dir am beschte passt, denn chömer s so abmache.",True,False
"ich ha s gfuehl, ich bin nöd lässig gnue",ich ha s gfuehl ich bi ned laessig gnue,negativ,selbstzweifel,"Es isch okay, wenn mer sich mal unsicher fühlt. Worin hesch du grad am meiste zweifel?",True,False
ich ha s richtig genosse ciao,ich ha s richtig genosse ciao,positiv,freud,"Mega schön, dass dich das so freut. Erzähl gern no meh drüber, wenn du wotsch.",True,False
"sali, ich bin traurig, wie sich das entwicklet het",sali ich bi traurig wie sich das entwicklet het,negativ,enttäuschung_beziehung,"Enttäuschige tue weh. Wenn du wotsch, chasch chli erläutere, was passiert isch.",True,False
"ey, ich wott eigentli chli meh ruhe i mini plän ine bringe",ey ich wott eigentli chli meh ruhe i mini plaen ine bringe,neutral,planung_langfristig,"Okay, denn chömer gern zäme luege, wie mer das langfristig cha aagle.",True,False
"jo, ich go gern jogge, wenn ich chli kopf lüfte möcht mal luege",jo ich go gern jogge wenn ich chli kopf luefte moecht mal luege,neutral,hobby_talk,"Klingt spannend. Erzähl gern no meh über dini hobbys, wenn du lusch hesch.",True,False
ich ha lang druf gwartet und jetzt isch s eifach e guets gfühl,ich ha lang druf gwartet und jetzt isch s eifach e guets gfuehl,positiv,erleichterung,"Guet z ghöre, dass s sich jetzt leichter aafühlt. Was hät dir am meiste gholfe?",True,True
"ey, jedes mal s glychi theater",ey jedes mal s glychi theater,negativ,beschwerde,"Das tönt würklich müehsam. Erzähl gern no chli meh, was genau di stört.",True,False
ich ha hart drfür gschaffet und jetzt zahlts sich us eifach stark,ich ha hart drfuer gschaffet und jetzt zahlts sich us eifach stark,positiv,stolz,Du darfsch stolz sii uf dich. Was gfallt dir selber am beschte a dim weg bis da?,True,False
wie isch dini wuche bis jetzt gsi? denke ich bis spöter,wie isch dini wuche bis jetzt gsi denke ich bis spoeter,neutral,smalltalk,"Mir gohts guet, merci. Und dir so im alltag?",True,False
"sali, ich frag mi, öb ich überhaupt uffem richtige wäg bi",sali ich frag mi oeb ich ueberhaupt uffem richtige waeg bi,negativ,selbstzweifel,"Es isch okay, wenn mer sich mal unsicher fühlt. Worin hesch du grad am meiste zweifel?",True,False
"ich weiss nöd, wie ich all die projects söll schaffe tschüss",ich weiss noed wie ich all die projects soell schaffe tschuess,negativ,überforderung_job,Jobstress cha würklich belaste. Was belastet di im momänt am stärkschte?,True,False
"ich freu mi uf d lüt, wo ich denn wieder gseh",ich freu mi uf d luet wo ich denn wieder gseh,positiv,vorfreude,Vorfreud isch öppis Schöns. Uf was freusch di am meiste?,True,True
"sali, im moment isch s chli viel, aber im rahme mal gseh",sali im moment isch s chli viel aber im rahme mal gseh,neutral,status_update,"Merci fürs update. Wenn sich öppis ändert, chasch eifach wieder schriebe.",True,False
was isch dä unterschied zwüsche däne zwei variante?,was isch dae unterschied zwuesche daene zwei variante,neutral,frage_info,Gueti frog. Ich versuech s dir möglichst eifach z erläuterä.,True,False
niemer fühlt sich zuständig,niemer fuehlt sich zustaendig,negativ,beschwerde,"Das tönt würklich müehsam. Erzähl gern no chli meh, was genau di stört.",True,False
"endlich isch d entscheidig do, und s isch besser cho als erwartet",endlich isch d entscheidig do und s isch besser cho als erwartet,positiv,erleichterung,"Guet z ghöre, dass s sich jetzt leichter aafühlt. Was hät dir am meiste gholfe?",True,True
"ich ha öppis gstemt, wo ich mir selber nöd zuegtraut ha",ich ha oeppis gstemt wo ich mir selber ned zuegtraut ha,positiv,stolz,Du darfsch stolz sii uf dich. Was gfallt dir selber am beschte a dim weg bis da?,True,False
"jo, ich ha so vorfreud uf dä termin ciao",jo ich ha so vorfreud uf dae termin ciao,positiv,vorfreude,Vorfreud isch öppis Schöns. Uf was freusch di am meiste?,True,False
"ich ha s gfühl, ich ha mini säch im griff",ich ha s gfuehl ich ha mini saech im griff,positiv,zufriedenheit_alltag,"Schön, dass sich dis läbe im momänt stimmig aafühlt. Was wotsch gern so biibe lah?",True,True
"ich bi scho am plane, wie das chönnt werde richtig schön",ich bi scho am plane wie das choennt werde richtig schoen,positiv,vorfreude,Vorfreud isch öppis Schöns. Uf was freusch di am meiste?,True,False
ich versueche meh kreativs zeug i mini freizit ine z bringe,ich versueche meh kreativs zeug i mini freizit ine z bringe,neutral,hobby_talk,"Klingt spannend. Erzähl gern no meh über dini hobbys, wenn du lusch hesch.",True,True
"ich weiss nöd, wie ich das programm söll installiere",ich weiss noed wie ich das programm soell installiere,neutral,technik_support,"Okay, luegemer zäme druf. Was genau funktioniert im momänt nöd so, wie s sött?",True,True
"ey, ich würd eifach no chli meh erläuterige erwarte",ey ich wuerd eifach no chli meh erlaeuterige erwarte,neutral,feedback_sachlich,"Danke fürs sachlich feedback. Das hilft, s besser iigschätze z chönne.",True,False
"jo, das isch so huere nervig richtig müehsam",jo das isch so huere nervig richtig mueehsam,negativ,beschwerde,"Das tönt würklich müehsam. Erzähl gern no chli meh, was genau di stört.",True,False
das macht mi wirklich glücklich,das macht mi wirklich gluecklich,positiv,freud,"Mega schön, dass dich das so freut. Erzähl gern no meh drüber, wenn du wotsch.",True,True
was sind dini plän fürs wucheend? gruessli,was sind dini plaen fuers wucheend gruessli,neutral,smalltalk,"Mir gohts guet, merci. Und dir so im alltag?",True,False
"na, alles klar bi dir?",na alles klar bi dir,neutral,smalltalk,"Mir gohts guet, merci. Und dir so im alltag?",True,True
"ich ha feedback übercho, dass mini arbeit sehr guet isch gsi mach s guet",ich ha feedback uebercho dass mini arbeit sehr guet isch gsi mach s guet,positiv,erfolg,"Gratuliere, das isch en schöne erfolg. Nimm dir ruhig en moment, zum stolz z sii.",True,False
ich han scho es bitzeli fortschritt gmacht,ich han scho es bitzeli fortschritt gmacht,neutral,status_update,"Merci fürs update. Wenn sich öppis ändert, chasch eifach wieder schriebe.",True,True
"was meinsch, isch die bescht option?",was meinsch isch die bescht option,neutral,frage_info,Gueti frog. Ich versuech s dir möglichst eifach z erläuterä.,True,False
"lange nüm gseh, wie geits? isch okay so",lange nuem gseh wie geits isch okay so,neutral,smalltalk,"Mir gohts guet, merci. Und dir so im alltag?",True,False
"jo, ich probier chli vorus z plane statt nume spontan für s erscht mal guet",jo ich probier chli vorus z plane statt nume spontan fuer s erscht mal guet,neutral,planung_langfristig,"Okay, denn chömer gern zäme luege, wie mer das langfristig cha aagle.",True,False
"sali, ich ha sehr vil i die beziehig investiert und wenig zrugg übercho",sali ich ha sehr vil i die beziehig investiert und wenig zrugg uebercho,negativ,enttäuschung_beziehung,"Enttäuschige tue weh. Wenn du wotsch, chasch chli erläutere, was passiert isch.",True,False
"was meinsch, isch die bescht option? denke ich",was meinsch isch die bescht option denke ich,neutral,frage_info,Gueti frog. Ich versuech s dir möglichst eifach z erläuterä.,True,False
ich ha hart drfür gschaffet und jetzt zahlts sich us,ich ha hart drfuer gschaffet und jetzt zahlts sich us,positiv,stolz,Du darfsch stolz sii uf dich. Was gfallt dir selber am beschte a dim weg bis da?,True,False
"chan s au spöter i de wuche sii, wenn s nöd passt?",chan s au spoeter i de wuche sii wenn s ned passt,neutral,orga,"Klingt guet. Säg eifach, was dir am beschte passt, denn chömer s so abmache.",True,True
ich ha kei nerv meh für die diskussione so en scheiss,ich ha kei nerv meh fuer die diskussione so en scheiss,negativ,konflikt,Konflikt sind nöd eifach. Was isch dir da besonders wichtig i dä situation?,True,False
ich ha langsam kei nerv meh für dä scheiss,ich ha langsam kei nerv meh fuer dae scheiss,negativ,beschwerde,"Das tönt würklich müehsam. Erzähl gern no chli meh, was genau di stört.",True,True
du hesch das super umegsetzt,du hesch das super umegsetzt,positiv,lob,"Schön z ghöre, dass das so guet cho isch. Mach eifach so wiiter.",True,True
ich fühl mi imfall schono längers isoliert tschüss,ich fuehl mi im fall schono laengers isoliert tschuess,negativ,einsamkeit,"Sich einsam fühle isch nöd eifach. Schön, dass du drüber redsch. Wie fült sich das grad a für dich?",True,False
mir chönd s au eifach mal offe lah,mir choend s au eifach mal offe lah,neutral,sonstiges,"Alles klar, merci für dini rückmeldung.",True,False
"hallo du, ich ha öppis gstemt, wo ich mir selber nöd zuegtraut ha richtig schön",hallo du ich ha oeppis gstemt wo ich mir selber ned zuegtraut ha richtig schoen,positiv,stolz,Du darfsch stolz sii uf dich. Was gfallt dir selber am beschte a dim weg bis da?,True,False
wottsch du en kalender-eintrag? isch okay so,wottsch du en kalender eintrag isch okay so,neutral,orga,"Klingt guet. Säg eifach, was dir am beschte passt, denn chömer s so abmache.",True,False
"sali, ich chum nöd drus mit däm update",sali ich chum ned drus mit daem update,neutral,technik_support,"Okay, luegemer zäme druf. Was genau funktioniert im momänt nöd so, wie s sött?",True,False
ich probier chli vorus z plane statt nume spontan gruessli,ich probier chli vorus z plane statt nume spontan gruessli,neutral,planung_langfristig,"Okay, denn chömer gern zäme luege, wie mer das langfristig cha aagle.",True,False
ich ha kei nerv meh für die diskussione gruessli,ich ha kei nerv meh fuer die diskussione gruessli,negativ,konflikt,Konflikt sind nöd eifach. Was isch dir da besonders wichtig i dä situation?,True,False
